Date Local,"(5, 2, 2)","(7, 2, 1)","(7, 7, 1)","(7, 7, 2)","(7, 8, 2)","(7, 4001, 1)","(7, 4001, 2)","(9, 1, 2)","(11, 1002, 2)","(15, 2003, 1)","(17, 10, 2)","(17, 11, 2)","(17, 12, 2)","(17, 20, 2)","(19, 11, 1)","(19, 11, 2)","(19, 4001, 1)","(19, 5001, 1)","(21, 3, 1)","(21, 3, 2)","(23, 2002, 1)","(25, 5, 1)","(25, 5, 2)","(27, 2, 1)","(27, 20, 1)","(27, 21, 1)","(27, 23, 1)","(27, 30, 1)","(27, 31, 1)","(27, 101, 1)","(27, 1001, 1)","(27, 1018, 1)","(27, 1023, 1)","(27, 1028, 1)","(27, 1033, 1)","(29, 7, 2)","(29, 11, 2)","(29, 14, 1)","(29, 14, 2)","(29, 19, 2)","(29, 232, 2)","(29, 2012, 1)","(29, 5002, 2)","(29, 6001, 1)","(33, 3010, 1)","(33, 3011, 1)","(33, 3012, 1)","(37, 2, 1)","(37, 16, 1)","(37, 113, 1)","(37, 1002, 1)","(37, 1103, 1)","(37, 1201, 1)","(37, 1302, 1)","(37, 1602, 1)","(37, 2005, 1)","(37, 4002, 1)","(37, 4004, 1)","(37, 4006, 1)","(37, 4008, 1)","(37, 4009, 1)","(37, 4010, 1)","(37, 5005, 1)","(37, 6012, 1)","(37, 9033, 1)","(39, 4, 1)","(39, 2010, 1)","(41, 3, 1)","(43, 3, 1)","(43, 6, 1)","(43, 6, 2)","(43, 1004, 1)","(43, 1005, 1)","(51, 5, 2)","(51, 11, 1)","(57, 7, 1)","(59, 7, 1)","(59, 8, 1)","(59, 2022, 1)","(59, 5001, 1)","(61, 6, 1)","(61, 6, 2)","(65, 8, 1)","(65, 10, 1)","(65, 12, 1)","(65, 16, 1)","(65, 1003, 1)","(65, 1004, 1)","(65, 1010, 1)","(65, 2002, 1)","(65, 2005, 1)","(65, 5001, 1)","(65, 6001, 1)","(65, 8001, 1)","(65, 8005, 1)","(65, 9001, 1)","(67, 6, 1)","(67, 10, 1)","(67, 10, 2)","(67, 11, 1)","(67, 12, 1)","(67, 14, 1)","(69, 3, 1)","(71, 1, 1)","(71, 5, 1)","(71, 12, 1)","(71, 13, 1)","(71, 26, 1)","(71, 27, 1)","(71, 306, 1)","(71, 1001, 1)","(71, 1004, 1)","(71, 1234, 1)","(71, 2002, 1)","(71, 4001, 1)","(71, 4003, 1)","(71, 9002, 1)","(71, 9004, 1)","(73, 3, 1)","(73, 6, 1)","(73, 1006, 1)","(73, 1016, 1)","(73, 1018, 1)","(73, 1022, 1)","(77, 1002, 1)","(77, 1002, 2)","(77, 1003, 2)","(79, 5, 2)","(79, 2006, 2)","(83, 11, 2)","(83, 1008, 2)","(83, 2011, 1)","(85, 5, 1)","(89, 3003, 1)","(99, 5, 2)","(101, 3, 2)","(101, 4, 2)","(103, 4, 2)","(107, 6, 1)","(107, 9, 1)","(107, 2002, 2)","(107, 2003, 2)","(107, 3000, 1)","(109, 5, 2)","(111, 7, 1)","(111, 8, 1)","(111, 9, 1)","(111, 1004, 1)","(111, 2002, 1)","(111, 3001, 1)","(113, 4, 2)"
2012-01-01,,71.125,53.625,,,81.083333,,,,85.5125,,,,,,,72.75,75.0,66.541667,,72.129167,44.875,,22.291667,16.458333,26.75,,33.25,,13.916667,22.125,22.5,19.25,17.958333,,,,72.333333,,,,,,88.75,80.041667,61.75,25.958333,21.458333,16.708333,,34.708333,32.416667,,72.916667,45.333333,,41.888889,77.625,79.541667,,,,78.375,24.291667,,79.208333,77.416667,56.125,20.25,,,,,,,,65.958333,,36.625,,73.708333,,,,12.5,,,,,28.208333,,35.416667,35.416667,17.916667,29.166667,,83.916667,65.916667,,95.0,78.125,77.875,58.25,,46.375,,,,,,,30.291667,,26.208333,,,15.916667,31.833333,63.583333,50.875,12.791667,,,,87.708333,,,,,,,79.583333,,53.416667,,,,,17.75,26.958333,,,74.25,,11.625,10.333333,17.416667,43.291667,8.75,39.4,
2012-01-02,,75.166667,45.333333,,,82.708333,,,,92.45,,,,,,,65.958333,65.166667,75.958333,,86.475,35.0,,25.375,14.375,27.666667,,39.0,,13.208333,22.875,28.625,23.375,20.583333,,,,62.375,,,,,,75.833333,85.708333,68.833333,60.5,21.041667,15.833333,,28.875,34.625,,75.208333,42.375,,63.5,75.181818,74.958333,,,,79.291667,25.666667,,72.166667,67.583333,92.083333,19.791667,,,,,,,,63.833333,,44.458333,,72.625,,,,14.833333,,,,,27.416667,,36.541667,36.416667,19.208333,33.875,,85.708333,16.666667,,97.708333,79.041667,79.041667,64.208333,,20.208333,,,,,,,27.875,,25.708333,,,18.041667,30.375,58.375,73.291667,18.166667,,,,85.333333,,,,,,,80.75,,31.541667,,,,,19.666667,20.375,,,67.875,,17.875,11.125,16.583333,40.041667,10.875,55.434783,
2012-01-03,,71.416667,46.291667,,,75.583333,,,,88.45,,,,,,,86.041667,92.958333,68.166667,,83.375,41.208333,,24.125,17.791667,28.958333,,33.583333,,13.041667,22.0,24.916667,23.208333,20.458333,,,,68.083333,,,,,,81.130435,86.25,80.25,49.375,22.541667,18.458333,,34.291667,29.75,,59.166667,37.666667,,40.8,55.652174,60.041667,,,,58.916667,28.833333,,93.333333,92.916667,92.916667,24.083333,,,,,,,,48.75,,40.666667,,65.041667,,,,18.5,,,,,29.5,,36.75,37.25,27.208333,41.916667,32.5,79.083333,32.833333,,86.25,63.666667,72.5,61.875,,2.291667,,,,,,,31.291667,,26.833333,,,18.25,31.041667,59.666667,51.666667,20.541667,,,,78.333333,,,,,,,76.166667,,59.041667,,,,,25.826087,38.086957,,,81.875,,24.333333,16.5,24.478261,42.916667,19.666667,34.791667,
2012-01-04,,68.666667,42.375,,,70.708333,,,,83.904167,,,,,,,81.333333,84.125,65.625,,81.166667,41.833333,,27.0,18.041667,30.125,,37.875,,13.333333,22.833333,27.75,25.125,22.833333,,,,71.875,,,,,,83.958333,82.958333,73.125,31.291667,18.958333,16.875,,31.583333,26.291667,,54.416667,30.875,,44.875,53.944444,57.583333,,,,38.0,27.666667,,84.5,85.041667,74.625,27.583333,,,,,,,,42.166667,,31.833333,,60.583333,,,,15.791667,,,,,30.458333,,39.666667,37.083333,20.791667,34.913043,33.066667,73.125,37.375,,81.041667,63.708333,64.583333,58.0,,2.0,,,,,,,30.041667,,27.583333,,,18.625,30.125,52.583333,30.958333,12.875,,,,70.041667,,,,,,,67.875,,53.833333,,,,,23.958333,43.583333,,,82.0,,12.166667,10.5,18.666667,41.916667,12.916667,24.0,
2012-01-05,,70.208333,48.333333,,,74.833333,,,,93.929167,,,,,,,76.791667,78.291667,67.916667,,82.908333,42.833333,,28.458333,19.041667,34.208333,,39.541667,,14.291667,25.75,30.375,28.583333,24.833333,,,,69.958333,,,,,,84.958333,84.25,76.5,54.875,22.0,18.666667,,34.0,28.0,,39.625,24.625,,28.583333,38.238095,40.0,,,,36.5,29.041667,,71.291667,73.583333,86.833333,30.875,,,,,,,,25.791667,,25.125,,58.541667,,,,17.125,,,,,30.041667,,38.541667,35.125,25.041667,35.208333,32.083333,70.791667,73.458333,,75.083333,63.375,62.333333,52.208333,,,,,,,,,30.875,,26.125,,,16.5,31.5,44.75,22.416667,14.625,,,,67.375,,,,,,,67.958333,,65.5,,,,,28.208333,54.625,,,77.375,,22.291667,17.916667,24.791667,40.166667,18.25,31.952381,
2012-01-06,,73.416667,56.458333,,,78.916667,,,,92.1625,,,,,,,82.0,78.125,73.708333,,78.575,44.375,,32.708333,21.791667,36.166667,,40.125,,15.291667,25.833333,32.041667,28.583333,27.0,,,,68.375,,,,,,84.958333,88.583333,80.208333,56.041667,36.458333,30.75,,48.041667,50.208333,,64.0,48.958333,,54.7,66.65,68.75,,,,63.916667,39.25,,72.875,73.75,88.958333,37.125,,,,,,,,51.791667,,43.958333,,68.208333,,,,26.875,,,,,29.375,,39.791667,44.583333,39.541667,49.5,46.875,79.583333,72.416667,,86.75,74.125,69.541667,70.541667,,,,,,,,,41.708333,,36.708333,,,20.791667,38.333333,57.333333,51.416667,23.75,,,,71.041667,,,,,,,60.416667,,57.541667,,,,,35.208333,54.958333,,,74.75,,52.375,41.75,46.791667,51.416667,39.833333,58.166667,
2012-01-07,,50.875,27.875,,,49.291667,,,,90.441667,,,,,,,83.125,86.208333,37.75,,79.045833,58.875,,24.916667,21.333333,29.333333,,32.166667,,15.333333,23.375,26.333333,24.291667,21.708333,,,,70.666667,,,,,,80.916667,59.333333,48.541667,30.583333,89.416667,65.333333,,79.0,79.291667,,81.458333,76.875,,77.4,82.958333,86.125,,,,82.375,34.75,,78.166667,81.041667,56.833333,36.583333,,,,,,,,74.583333,,79.625,,50.875,,,,26.791667,,,,,29.625,,36.583333,48.416667,38.875,51.958333,50.541667,53.75,76.041667,,47.5,55.416667,51.583333,55.125,,,,,,,,,55.916667,,39.833333,,,22.958333,38.625,81.333333,81.833333,47.708333,,,,53.25,,,,,,,86.958333,,48.125,,,,,47.0,62.291667,,,80.5,,55.958333,39.583333,35.541667,64.666667,34.625,62.25,
2012-01-08,,52.916667,32.875,,,48.75,,,,84.995833,,,,,,,73.875,73.416667,36.75,,75.458333,32.583333,,25.666667,18.875,19.5,,21.833333,,16.0,18.291667,17.666667,22.0,21.666667,,,,68.208333,,,,,,81.583333,62.958333,45.625,20.958333,46.583333,30.208333,,32.583333,50.791667,,56.916667,52.208333,,32.777778,51.818182,54.583333,,,,54.625,14.708333,,69.541667,71.291667,31.125,23.291667,,,,,,,,20.375,,25.333333,,56.125,,,,13.166667,,,,,12.166667,,24.166667,20.208333,11.333333,15.541667,19.0,63.083333,89.875,,65.333333,66.833333,51.375,45.083333,,,,,,,,,23.5,,14.25,,,23.041667,12.833333,63.083333,59.791667,20.958333,,,,60.666667,,,,,,,61.958333,,38.416667,,,,,33.541667,47.125,,,73.041667,,12.833333,12.333333,15.625,44.916667,8.458333,13.25,
2012-01-09,,69.208333,44.041667,,,74.708333,,,,83.954167,,,,,,,64.958333,63.958333,62.125,,73.741667,32.875,,33.583333,26.208333,29.125,,32.083333,,16.416667,27.208333,29.0,29.916667,29.208333,,,,61.125,,,,,,75.666667,77.125,70.291667,26.041667,30.458333,20.833333,,34.208333,34.041667,,48.583333,39.5,,37.791667,43.85,46.708333,,,,42.083333,29.166667,,60.333333,63.166667,46.791667,30.833333,,,,,,,,35.375,,29.208333,,62.416667,,,,20.583333,,,,,23.916667,,35.0,35.0,24.666667,27.25,32.416667,74.166667,80.0,,80.875,64.666667,65.0,45.458333,,,,,,,,,29.875,,21.666667,,,27.958333,26.416667,48.666667,37.916667,19.583333,,,,68.833333,,,,,,,47.916667,,37.833333,,,,,24.25,31.416667,,,67.25,,20.041667,22.0,23.333333,45.625,17.958333,26.625,
2012-01-10,,71.208333,36.708333,,,75.083333,,,,84.666667,,,,,,,61.695652,57.0,55.75,,79.354167,46.416667,,44.875,31.041667,39.666667,,43.416667,,22.5,35.5,40.458333,40.458333,35.125,,,,59.583333,,,,,,72.625,77.125,67.125,29.375,39.958333,34.625,,46.541667,47.291667,,58.875,45.041667,,53.238095,61.045455,63.875,,,,63.125,41.666667,,60.333333,56.833333,59.333333,33.791667,,,,,,,,42.208333,,41.291667,,58.541667,,,,30.916667,,,,,34.0,,44.583333,47.5,40.958333,50.708333,48.25,71.5,61.291667,,72.625,58.708333,65.583333,45.75,,,,,,,,,43.291667,,38.5,,,32.347826,40.25,51.333333,39.666667,29.333333,,,,67.125,,,,,,,71.833333,,47.708333,,,,,30.954545,30.882353,,,81.333333,,43.541667,42.541667,43.291667,54.583333,38.083333,48.375,
2012-01-11,,60.958333,28.875,,,64.875,,,,87.543478,,,,,,,70.625,64.958333,44.583333,,77.879167,46.166667,,27.166667,23.958333,33.541667,,39.375,,20.666667,26.958333,29.875,27.916667,22.958333,,,,65.5,,,,,,77.375,75.041667,64.75,27.458333,50.875,40.083333,,52.666667,49.916667,,65.541667,51.583333,,64.142857,67.611111,72.25,,,,69.083333,35.166667,,64.166667,64.458333,64.458333,30.666667,,,,,,,,53.416667,,51.333333,,53.375,,,,28.875,,,,,37.041667,,45.333333,45.583333,41.833333,53.958333,48.541667,67.5,62.125,,71.541667,54.833333,65.0,48.75,,,,,,,,,48.791667,,44.25,,,29.541667,41.708333,54.708333,53.166667,32.333333,,,,60.5,,,,,,,76.166667,,47.625,,,,,32.708333,37.541667,,,66.25,,43.333333,32.333333,30.083333,57.541667,28.166667,61.083333,
2012-01-12,,53.333333,25.25,,,57.583333,,,,80.658333,,,,,,,67.125,65.833333,36.75,,71.291667,39.791667,,27.416667,18.416667,29.75,,39.875,,11.083333,23.791667,28.833333,24.208333,19.791667,,,,66.708333,,,,,,78.125,71.125,63.208333,23.666667,21.791667,18.833333,,34.333333,38.5,,56.541667,43.727273,,61.652174,63.391304,66.458333,,,,61.708333,16.875,,63.25,63.666667,56.958333,28.375,,,,,,,,49.875,,43.291667,,49.625,,,,13.083333,,,,,24.541667,,20.625,26.416667,13.75,25.583333,22.25,61.541667,83.083333,,58.666667,53.0,54.166667,48.916667,,19.181818,,,,,,,33.375,,18.375,,,19.565217,26.166667,55.791667,55.291667,22.583333,,,,59.625,,,,,,,56.541667,,39.041667,,,,,32.208333,29.958333,,,71.333333,,11.708333,10.5,15.291667,39.625,6.708333,16.458333,
2012-01-13,,53.75,25.458333,,,53.666667,,,,80.320833,,,,,,,57.75,56.333333,44.583333,,70.866667,31.333333,,25.0,15.125,27.583333,,36.583333,,10.416667,21.166667,24.416667,20.541667,19.5,,,,56.625,,,,,,70.958333,71.541667,62.625,22.291667,13.583333,13.833333,,25.541667,25.333333,,31.708333,21.791667,,21.25,31.136364,32.958333,,,,21.333333,8.791667,,59.666667,57.791667,36.041667,24.416667,,,,,,,,13.541667,,18.416667,,45.791667,,,,7.041667,,,,,20.166667,,18.625,21.833333,15.958333,12.25,14.916667,58.625,33.458333,,58.541667,47.625,50.583333,43.166667,,23.833333,,,,,,,20.875,,5.416667,,,11.125,20.541667,38.0,18.666667,8.125,,,,58.5,,,,,,,40.5,,45.875,,,,,30.208333,28.625,,,60.958333,,7.25,6.583333,10.125,33.125,3.625,5.875,
2012-01-14,,57.625,31.208333,,,58.416667,,,,87.554167,,,,,,,55.958333,49.458333,55.0,,77.570833,34.916667,,25.5,14.875,26.875,,41.647059,,10.333333,20.791667,25.0,22.166667,19.375,,,,57.333333,,,,,,64.791667,73.916667,64.041667,19.75,19.416667,18.208333,,32.958333,30.958333,,41.791667,30.083333,,31.708333,45.541667,44.958333,,,,33.041667,21.791667,,51.458333,53.708333,62.333333,18.958333,,,,,,,,25.791667,,27.875,,47.0,,,,10.625,,,,,27.291667,,34.125,34.458333,26.666667,36.708333,31.458333,58.0,43.708333,,59.458333,46.916667,52.541667,37.375,,26.541667,,,,,,,28.875,,24.375,,,10.291667,30.958333,43.458333,24.416667,14.458333,,,,59.208333,,,,,,,42.666667,,29.625,,,,,18.25,25.666667,,,61.208333,,18.708333,12.75,20.916667,41.708333,13.25,18.708333,
2012-01-15,,50.708333,43.458333,,,53.833333,,,,85.254167,,,,,,,48.375,47.416667,59.666667,,78.25,52.041667,,23.666667,14.333333,21.333333,,,,10.333333,16.833333,22.75,21.708333,16.458333,,,,36.458333,,,,,,50.083333,65.375,71.208333,47.416667,41.666667,34.625,,55.416667,52.875,,62.083333,48.916667,,63.875,62.434783,66.875,,,,58.041667,46.166667,,48.083333,52.041667,74.125,24.625,,,,,,,,47.75,,51.916667,,58.291667,,,,35.208333,,,,,33.791667,,38.5,55.0,47.583333,56.833333,62.958333,63.0,84.041667,,78.958333,60.416667,59.25,48.75,,45.5,,,,,,,45.083333,,42.625,,,36.25,48.75,59.875,56.75,41.625,,,,66.375,,,,,,,62.125,,47.125,,,,,27.875,20.166667,,,45.333333,,44.833333,39.25,44.916667,57.416667,35.583333,44.458333,
2012-01-16,,37.666667,26.875,,,40.75,,,,87.245833,,,,,,,59.5,58.0,42.458333,,79.766667,64.25,,27.041667,30.375,23.041667,,,,14.916667,25.958333,21.875,25.958333,19.333333,,,,52.083333,,,,,,63.5,66.75,65.75,55.583333,86.25,72.0,,72.916667,68.875,,73.5,66.875,,73.8,70.416667,74.333333,,,,66.291667,60.166667,,49.166667,49.958333,59.25,79.333333,,,,,,,,66.416667,,76.833333,,41.375,,,,79.625,,,,,47.0,,57.333333,85.208333,73.916667,82.416667,88.291667,44.041667,74.291667,,44.125,46.166667,42.125,55.208333,,96.041667,,,,,,,82.083333,,78.083333,,,60.25,68.894737,84.333333,79.125,95.25,,,,46.458333,,,,,,,46.791667,,52.416667,,,,,80.791667,57.416667,,,57.708333,,75.083333,73.041667,65.916667,74.916667,74.708333,70.083333,
2012-01-17,,44.833333,29.958333,,,46.0,,,,78.1375,,,,,,,57.333333,52.833333,56.958333,,79.208333,62.583333,,42.125,37.208333,41.333333,,38.166667,,13.875,38.375,36.791667,38.458333,34.375,,,,50.875,,,,,,62.291667,72.333333,72.958333,66.625,76.5,63.333333,,67.541667,65.458333,,71.5,64.25,,71.666667,66.190476,71.125,,,,63.666667,54.625,,44.041667,47.75,64.666667,30.916667,,,,,,,,58.583333,,66.083333,,42.583333,,,,66.291667,,,,,44.291667,,56.958333,78.083333,66.0,72.625,79.583333,49.708333,78.083333,,42.958333,44.291667,41.208333,49.5,,59.0,,,,,,,67.291667,,65.083333,,,44.208333,66.75,70.125,69.166667,72.666667,,,,50.125,,,,,,,68.375,,49.5,,,,,26.090909,54.956522,,,54.416667,,74.291667,66.916667,56.416667,78.833333,68.916667,57.541667,
2012-01-18,,43.125,38.75,,,47.541667,,,,88.369565,,,,,,,57.956522,53.375,66.916667,,90.275,57.0,,38.666667,29.291667,39.333333,,45.458333,,14.041667,31.833333,36.708333,35.041667,33.083333,,,,49.458333,,,,,,62.5,83.625,87.208333,96.166667,67.125,54.541667,,65.875,64.958333,,72.375,62.958333,,72.5,71.380952,74.083333,,,,70.708333,58.125,,69.888889,49.083333,77.333333,16.708333,,,,,,,,61.416667,,67.875,,39.583333,,,,33.041667,,,,,41.583333,,52.291667,65.0,58.791667,69.125,69.583333,44.166667,50.083333,,49.333333,37.958333,43.333333,47.333333,,43.833333,,,,,,,61.0,,54.541667,,,21.416667,53.125,69.375,74.125,28.375,,,,54.458333,,,,,,,71.25,,68.875,,,,,21.041667,46.375,,,56.25,,67.041667,60.541667,61.291667,71.208333,59.916667,61.041667,
2012-01-19,,77.041667,67.5,,,66.458333,,,,92.279167,,,,,,,59.75,54.208333,84.25,,90.716667,56.875,,35.625,21.25,34.416667,,45.958333,,14.708333,26.708333,32.458333,32.166667,29.166667,,,,50.666667,,,,,,62.125,94.541667,92.333333,99.0,66.916667,54.041667,,68.083333,66.416667,,75.291667,65.833333,,75.111111,76.8,78.166667,,,,73.166667,49.958333,,,56.375,,34.375,,,,,,,,66.25,,72.166667,,58.125,,,,31.5,,,,,37.291667,,46.75,64.583333,58.458333,68.791667,70.375,61.375,75.416667,,64.791667,62.75,58.25,61.916667,,40.875,,,,,,,61.083333,,54.416667,,,16.541667,53.291667,72.458333,80.041667,32.5,,,,62.5,,,,,,,70.833333,,85.041667,,,,,29.583333,36.083333,,,60.458333,,72.125,61.291667,57.0,65.541667,60.916667,64.0,
2012-01-20,,92.041667,96.0,,,95.208333,,,,92.591667,,,,,,,62.458333,62.375,96.958333,,91.2125,56.041667,,41.583333,36.25,33.625,,32.458333,,14.416667,30.625,33.958333,39.833333,32.916667,,,,37.416667,,,,,,52.041667,96.416667,91.416667,99.0,81.875,74.0,,75.375,72.583333,,75.625,69.583333,,76.875,75.909091,79.875,,,,75.416667,66.916667,,79.0,65.208333,,91.083333,,,,,,,,67.083333,,73.0,,89.083333,,,,54.541667,,,,,39.166667,,46.375,78.625,70.208333,78.583333,80.666667,96.666667,78.625,,95.916667,97.125,97.833333,82.041667,,53.0,,,,,,,79.458333,,71.291667,,,30.625,65.208333,76.041667,79.125,56.958333,,,,76.25,,,,,,,75.625,,87.291667,,,,,76.583333,54.833333,,,57.291667,,81.958333,74.416667,71.583333,73.125,74.291667,77.291667,
2012-01-21,,72.916667,80.0,,,67.041667,,,,92.85,,,,,,,78.916667,86.708333,61.625,,89.204167,56.416667,,60.083333,59.75,48.125,,47.125,,18.791667,48.5,51.958333,58.666667,60.958333,,,,56.333333,,,,,,72.458333,88.708333,89.583333,98.625,93.041667,86.458333,,69.5,72.416667,,76.0,72.166667,,72.0625,74.173913,75.958333,,,,71.25,65.541667,,74.625,74.458333,,92.666667,,,,,,,,69.666667,,79.416667,,65.541667,,,,78.958333,,,,,41.166667,,59.166667,84.416667,79.791667,86.166667,89.208333,74.458333,76.875,,85.708333,79.916667,69.583333,83.458333,,88.708333,,,,,,,90.291667,,85.458333,,,49.173913,82.363636,90.458333,90.75,91.25,,,,72.875,,,,,,,69.416667,,90.291667,,,,,92.333333,85.166667,,,77.105263,,77.291667,75.916667,73.916667,69.083333,71.916667,75.083333,
2012-01-22,,79.666667,81.0,,,81.125,,,,85.433333,,,,,,,79.583333,80.958333,92.458333,,90.182609,51.416667,,65.958333,43.583333,54.541667,,50.791667,,24.25,54.083333,56.625,61.583333,53.25,,,,60.833333,,,,,,77.458333,94.541667,92.083333,97.041667,89.625,75.458333,,72.916667,70.958333,,78.041667,70.25,,86.217391,76.833333,81.5,,,,70.833333,69.166667,,76.458333,78.208333,,75.625,,,,,,,,68.708333,,73.125,,72.875,,,,75.416667,,,,,41.208333,,51.705882,82.125,74.0,81.625,86.0,80.5,71.916667,,94.166667,80.375,77.083333,73.333333,,74.541667,,,,,,,80.875,,74.666667,,,36.708333,78.875,82.333333,82.458333,70.791667,,,,78.583333,,,,,,,64.625,,85.208333,,,,,80.083333,73.208333,,,,,75.166667,70.166667,70.291667,72.708333,73.083333,66.75,
2012-01-23,,82.583333,84.625,,,85.25,,,,89.0625,,,,,,,87.272727,93.166667,80.708333,,84.016667,57.666667,,88.375,84.625,77.541667,,76.291667,,38.6,74.083333,82.708333,85.666667,89.0,,,,77.5,,,,,,90.666667,92.75,92.25,99.0,99.0,98.208333,,87.0,83.0,,89.375,81.708333,,98.0,87.434783,91.458333,,,,82.625,82.916667,,79.916667,82.083333,,93.041667,,,,,,,,79.291667,,85.125,,87.25,,,,80.625,,,,,65.125,,71.791667,91.041667,86.458333,93.833333,94.708333,93.833333,60.416667,,96.041667,97.458333,91.833333,83.083333,,90.0,,,,,,,94.083333,,89.208333,,,60.708333,94.25,91.166667,88.958333,72.75,,,,82.333333,,,,,,,83.0,,84.791667,,,,,92.958333,88.875,,,,,90.041667,87.875,93.541667,89.875,91.708333,92.75,
2012-01-24,,82.958333,78.0,,,88.791667,,,,93.55,,,,,,,91.166667,98.666667,85.208333,,89.8,54.166667,,62.75,55.375,63.291667,,64.541667,,26.043478,58.708333,59.583333,60.083333,58.208333,,,,82.708333,,,,,,92.75,92.041667,86.625,88.625,78.0,64.958333,,59.666667,66.666667,,74.291667,67.875,,54.733333,65.636364,73.083333,,,,59.416667,56.916667,,89.041667,91.333333,,71.083333,,,,,,,,61.083333,,61.666667,,82.75,,,,56.541667,,,,,37.041667,,48.5,70.916667,46.291667,55.0,64.5,90.875,65.75,,94.541667,91.0,83.958333,71.291667,,74.125,,,,,,,69.666667,,49.125,,,46.916667,36.722222,84.208333,81.833333,76.583333,,,,80.125,,,,,,,56.875,,86.916667,,,,,92.136364,83.318182,,,,,53.0,45.125,51.791667,71.166667,39.25,67.625,
2012-01-25,,83.75,81.458333,,,84.541667,,,,94.858333,,,,,,,89.25,87.416667,84.125,,89.95,39.083333,,60.375,44.916667,62.208333,,63.041667,,21.958333,53.0,63.541667,51.958333,51.416667,,,,79.5,,,,,,88.833333,90.625,91.958333,99.0,45.708333,32.458333,,47.708333,46.833333,,55.833333,48.875,,43.5,49.043478,52.875,,,,46.625,38.5,,84.083333,85.375,,60.875,,,,,,,,39.5,,42.73913,,73.791667,,,,32.291667,,,,,25.541667,,39.75,55.375,24.958333,30.5,38.958333,85.208333,75.0,,96.041667,83.625,78.833333,73.833333,,49.125,,,,,,,42.875,,29.208333,,,36.75,36.0,65.125,52.416667,29.708333,,,,81.25,,,,,,,57.458333,,92.666667,,,,,58.666667,77.25,,,,,24.958333,23.375,34.125,61.208333,17.75,36.916667,
2012-01-26,,87.125,89.75,,,91.5,,,,94.883333,,,,,,,89.625,88.541667,94.208333,,88.1875,50.25,,61.416667,49.125,66.708333,,66.083333,,27.541667,59.208333,62.291667,53.125,56.333333,,,,78.666667,,,,,,89.375,89.791667,90.75,99.0,45.291667,37.125,,46.958333,53.166667,,61.791667,50.25,,58.181818,62.391304,62.083333,,,,60.454545,50.75,,85.5,85.375,,66.666667,,,,,,,,51.083333,,46.583333,,83.0,,,,33.833333,,,,,41.458333,,50.666667,54.833333,46.291667,56.25,54.791667,90.916667,65.375,,97.166667,92.541667,87.083333,81.666667,,61.875,,,,,,,47.541667,,44.583333,,,32.208333,49.291667,63.916667,50.5,29.291667,,,,82.125,,,,,,,45.083333,,91.416667,,,,,53.583333,79.0,,,,,40.083333,33.875,43.833333,50.875,29.458333,50.041667,
2012-01-27,,58.666667,24.083333,,,52.333333,,,,87.554167,,,,,,,95.791667,97.291667,40.125,,77.345833,51.125,,45.791667,41.333333,43.75,,44.208333,,19.708333,38.375,39.875,44.916667,48.458333,,,,89.291667,,,,,,97.583333,82.75,73.25,34.083333,55.25,42.875,,46.75,52.541667,,56.375,48.833333,,49.045455,51.086957,55.041667,,,,53.0,33.791667,,88.583333,88.583333,,53.041667,,,,,,,,40.125,,38.291667,,55.75,,,,31.041667,,,,,28.083333,,36.125,49.25,33.833333,38.791667,49.125,61.833333,73.041667,,59.625,68.541667,57.041667,58.291667,,48.541667,,,,,,,52.041667,,34.333333,,,37.5,32.958333,54.041667,48.041667,30.0,,,,60.166667,,,,,,,56.291667,,30.583333,,,,,68.458333,79.583333,,,,,29.083333,29.125,29.25,45.416667,25.0,35.583333,
2012-01-28,,61.083333,35.791667,,,60.041667,,,,84.595833,,,,,,,85.166667,79.458333,49.791667,,70.383333,33.208333,,42.666667,22.166667,43.583333,,38.541667,,9.25,33.083333,36.583333,41.625,36.333333,,,,87.791667,,,,,,93.833333,77.708333,67.041667,13.375,18.375,12.833333,,18.458333,30.333333,,38.958333,29.958333,,15.583333,17.583333,24.416667,,,,21.916667,7.583333,,74.166667,77.166667,,31.208333,,,,,,,,2.5,,9.291667,,65.208333,,,,8.083333,,,,,10.375,,16.125,14.166667,4.5,7.333333,15.333333,76.958333,77.375,,90.125,75.458333,63.208333,64.541667,,18.625,,,,,,,22.458333,,4.458333,,,14.5,13.708333,41.083333,22.666667,12.625,,,,63.791667,,,,,,,55.375,,44.25,,,,,41.666667,64.833333,,,,,9.25,9.333333,11.0,32.541667,5.041667,14.083333,
2012-01-29,,65.375,38.291667,,,68.75,,,,80.966667,,,,,,,84.166667,83.708333,68.625,,77.075,21.0,,46.833333,18.791667,44.5,,45.083333,,8.75,33.375,44.791667,38.291667,33.375,,,,81.458333,,,,,,89.708333,78.583333,66.375,29.916667,17.333333,16.083333,,24.625,24.958333,,30.708333,25.333333,,17.958333,24.913043,25.458333,,,,25.583333,15.5,,80.291667,79.208333,,23.083333,,,,,,,,11.333333,,16.625,,60.416667,,,,10.375,,,,,12.791667,,25.5,19.916667,19.947368,18.25,18.291667,74.958333,69.416667,,85.291667,65.75,69.375,61.166667,,33.375,,,,,,,24.291667,,14.916667,,,10.875,25.833333,43.0,21.375,14.208333,,,,74.583333,,,,,,,49.833333,,55.458333,,,,,25.333333,38.125,,,,,12.625,10.791667,16.083333,42.083333,9.5,17.625,
