Date Local,"(1, 9, 1)","(1, 11, 1)","(1, 12, 1)","(1, 13, 1)","(1, 15, 1)","(7, 2, 1)","(7, 8, 3)","(13, 2, 1)","(13, 1002, 1)","(13, 1004, 1)","(19, 7, 1)","(19, 8, 3)","(19, 11, 3)","(19, 242, 1)","(19, 2009, 3)","(19, 2016, 1)","(19, 5001, 1)","(23, 1004, 1)","(23, 1005, 1)","(25, 5, 1)","(25, 5, 3)","(25, 1003, 1)","(27, 2, 1)","(29, 2012, 1)","(29, 5002, 3)","(37, 2, 1)","(37, 16, 2)","(37, 113, 1)","(37, 1002, 1)","(37, 1103, 1)","(37, 1103, 9)","(37, 1201, 1)","(37, 1302, 1)","(37, 1602, 1)","(37, 1701, 1)","(37, 2005, 1)","(37, 4002, 1)","(37, 4006, 1)","(37, 5005, 1)","(37, 6012, 1)","(37, 9033, 1)","(39, 4, 3)","(41, 1, 1)","(53, 1003, 1)","(55, 3, 1)","(55, 4, 1)","(59, 7, 1)","(59, 8, 1)","(59, 1003, 1)","(59, 2022, 1)","(59, 5001, 1)","(65, 1003, 1)","(65, 5001, 1)","(65, 8001, 1)","(65, 8001, 9)","(65, 8005, 1)","(65, 9001, 1)","(67, 2, 1)","(67, 6, 1)","(67, 7, 1)","(67, 14, 1)","(67, 15, 1)","(71, 1, 1)","(71, 26, 1)","(71, 306, 1)","(71, 1004, 1)","(71, 2002, 1)","(71, 9004, 1)","(71, 9011, 3)","(73, 3, 3)","(73, 77, 1)","(73, 1002, 1)","(73, 1010, 1)","(73, 1017, 1)","(73, 1018, 1)","(73, 1022, 1)","(75, 5, 1)","(77, 1002, 1)","(77, 1002, 3)","(77, 1003, 3)","(81, 1001, 1)","(83, 11, 3)","(83, 1008, 1)","(83, 1008, 3)","(83, 1025, 1)","(83, 2004, 1)","(83, 2011, 1)","(83, 4003, 1)","(85, 5, 1)","(85, 6, 1)","(85, 2009, 1)","(95, 4, 1)","(97, 3, 1)","(97, 4, 1)","(99, 5, 1)","(99, 5, 3)","(99, 6, 1)","(101, 4, 3)"
2015-06-13,0.104348,0.395652,0.378261,,,,0.171652,0.3,0.3,0.408696,0.268182,,0.177304,0.25,0.15,,0.2,0.204348,0.7,,0.218913,0.0,,0.208333,0.154167,0.308696,0.186957,0.109091,,0.334783,0.17125,0.381818,0.290476,0.195455,0.056522,0.13913,,0.191304,0.113043,0.134783,0.209091,0.158333,0.204348,0.4,0.378261,,0.290909,0.608333,0.043478,0.0,0.181818,,0.147826,0.231818,0.203583,0.078261,-0.021739,0.295652,0.161136,,0.133333,,0.079167,0.545833,0.204545,0.313636,0.095652,0.386957,,,,0.072727,0.1,0.440909,0.195905,,0.243478,,0.201043,,0.421739,0.151435,,0.153261,0.1,0.430435,0.2,0.0,0.207727,0.521739,,0.321739,,0.3,,0.228522,0.295455,0.118182
2015-06-14,0.065217,0.36087,0.382609,,,,0.144696,0.3,0.3,0.408696,0.234783,,0.168364,0.208333,0.179167,,0.147826,0.2,0.7,,0.215783,0.0,,0.241667,0.116667,0.313636,0.217391,0.109091,,0.373913,0.213292,0.381818,0.313636,0.247826,0.091304,0.152174,,0.2,0.143478,0.13913,0.2,0.1625,0.208696,0.4125,0.326087,,0.304545,0.645833,0.056522,0.0,0.191304,,0.152174,0.263636,0.229708,0.1,0.013043,0.265217,0.137958,,0.15,,0.091667,0.55,0.186364,0.363636,0.121739,0.404348,,,,0.090909,0.109091,0.409091,0.198,,0.2,,0.173,,0.4,0.131435,,0.154913,0.095652,0.421739,0.2,0.0,0.164091,0.447826,,0.391304,,0.3,,0.190913,0.282609,0.1
2015-06-15,0.047826,0.395652,0.36087,,,,0.156,0.3,0.304348,0.334783,0.230435,,0.16987,0.208333,0.1125,,0.178261,0.2,0.7,,0.311913,0.0,,0.2375,0.175,0.404348,0.282609,0.131818,,0.443478,0.293417,0.427273,0.368182,0.326087,0.152174,0.221739,,0.243478,0.13913,0.204348,0.222727,0.1375,0.243478,0.4,0.365217,,0.33913,0.654167,0.086957,0.017391,0.234783,,0.117391,0.295455,0.272042,0.130435,0.073913,0.273913,0.145208,,0.16087,,0.0875,0.633333,0.2,0.452174,0.182609,0.447826,,,,0.11,0.19,0.433333,0.2483,,0.234783,,0.167043,,0.404348,0.152783,,0.15487,0.1,0.409524,0.2,0.0,0.187273,0.443478,,0.36087,,0.3,,0.192087,0.265217,0.108696
2015-06-16,0.082609,0.408696,0.408696,,,,0.1685,0.336364,0.36087,0.352174,0.25,,0.176261,0.2,0.108333,,0.2,0.2,0.7,,0.247478,0.0,,0.258333,0.158333,0.457143,0.322727,0.15,,0.481818,0.369792,0.463636,0.418182,0.331818,0.204545,0.295455,,0.25,0.171429,0.266667,0.209091,0.141667,0.234783,0.383333,0.386957,,0.372727,0.704167,0.115,0.013636,0.231818,,0.131818,0.331818,0.321583,0.163636,0.104545,0.278261,0.171458,,0.129167,,0.079167,0.716667,0.177273,0.509091,0.225,0.461905,,,,0.127273,0.163636,0.481818,0.285857,,0.269565,,0.181217,,0.430435,0.13,,0.147611,0.030435,0.4,0.195652,0.0,0.226818,0.530435,,0.391304,,0.313043,,0.204913,0.2,0.134783
2015-06-17,0.095652,0.413043,0.413043,,,,0.17587,0.334783,0.378261,0.365217,0.282609,,0.190348,0.208333,0.1125,,0.2,0.2,0.704167,,0.248,0.0,,0.258333,0.116667,0.419048,0.3,0.168182,,0.473913,0.350435,0.45,0.413636,0.386957,0.204348,0.313636,,0.269565,0.19375,0.234783,0.168182,0.145833,0.265217,0.379167,0.395652,,0.368182,0.725,0.1125,0.017391,0.295652,,0.13913,0.35,0.303182,0.195652,0.1,0.278261,0.173143,,0.15,,0.068182,0.720833,0.145455,0.530435,0.228571,0.456522,,,,0.145455,0.190476,0.478947,0.258917,,0.286957,,0.185783,,0.430435,0.138174,,0.157348,0.004348,0.378261,0.2,0.0,0.239091,0.547826,,0.210526,,0.304348,,0.198522,0.204348,0.130435
2015-06-18,0.086957,0.413043,0.386364,,,,0.147909,0.313043,0.313043,0.365217,0.234783,,0.162087,0.175,0.1,,0.152174,0.192857,0.7,,0.261043,0.0,,0.191667,0.1375,0.486364,0.304348,0.181818,,0.540909,0.440583,0.459091,0.44,0.382609,0.230435,0.308696,,0.343478,0.086667,0.243478,0.131818,0.125,0.234783,0.3875,0.382609,,0.372727,0.754167,0.078571,0.03913,0.291304,,0.108696,0.35,0.29475,0.195652,0.113043,0.252174,0.14581,,0.125,,0.022727,0.722727,0.136364,0.504348,0.23913,0.465217,,,,0.185714,0.209091,0.566667,0.332238,,0.278261,,0.168043,,0.434783,0.130478,,0.16413,0.0,0.404348,0.204348,0.0,0.255455,0.526087,,0.077273,,0.304348,,0.192304,0.165217,0.1
2015-06-19,0.082609,0.408696,0.413043,,,,0.141522,0.321739,0.313043,0.382609,0.190476,,0.145267,0.178261,0.1,,0.147619,0.141176,0.7,,0.309826,0.0,,0.247619,0.1,0.508696,0.343478,0.195455,,0.652174,0.578958,0.536364,0.459091,0.417391,0.317391,0.382609,,0.3,0.005556,0.245455,0.1,0.1,0.234783,0.391667,0.386957,,0.395652,0.8875,0.071429,0.047826,0.317391,,0.13913,0.381818,0.348625,0.247826,0.13125,0.134783,0.133273,,0.113043,,0.004545,0.7625,0.181818,0.508696,0.26087,0.473913,,,,0.218182,0.226316,0.668182,0.389333,,0.286957,,0.163609,,0.413043,0.157391,,0.16313,0.027273,0.413636,0.230435,0.0,0.195455,0.508696,,0.071429,,0.3,,0.195087,0.186957,0.1
2015-06-20,0.108696,0.413043,0.417391,,,,0.145957,0.3,0.369565,0.4,0.240909,,0.171739,0.2,0.1,,0.159091,0.175,0.7,,0.187304,0.0,,0.240909,0.1125,0.391304,0.291304,0.209091,,0.478261,0.359792,0.513636,0.345455,0.290909,0.243478,0.268182,,0.2,-0.030435,0.254545,0.154545,0.120833,0.26087,0.416667,0.390476,,0.330435,0.766667,0.05,0.021739,0.221739,,0.169565,0.359091,0.329458,0.230435,0.113043,0.173913,0.152583,,0.161111,,0.018182,0.733333,0.236364,0.481818,0.252381,0.522727,,,,0.104545,0.122727,0.522727,0.25819,,0.286957,,0.189304,,0.408696,0.138043,,0.169522,0.021739,0.408696,0.2,0.0,0.230909,0.595652,,0.004348,,0.304348,,0.181565,0.209091,0.1
2015-06-21,0.03913,0.4,0.404348,,,,0.118652,0.3,0.317391,0.382609,0.2,,0.13687,0.2,0.1,,0.126087,0.158333,0.7,,0.177957,0.0,,0.2,0.120833,0.295455,0.217391,0.145455,,0.345455,0.208583,0.413636,0.295455,0.227273,0.069565,0.159091,,0.152174,-0.065217,0.2,0.104545,0.108333,0.213043,0.3875,0.326087,,0.295455,0.6625,0.005,0.0,0.168182,,0.115,0.259091,0.217458,0.126087,0.03913,0.186957,0.120091,,0.113636,,0.009091,0.5875,0.181818,0.408696,0.108696,0.395455,,,,0.077273,0.119048,0.477273,0.217143,,0.26087,,0.154435,,0.395652,0.112783,,0.141174,0.0,0.4,0.2,0.0,0.158636,0.469565,,-0.065217,,0.3,,0.163348,0.208696,0.1
2015-06-22,0.06087,0.421739,0.391304,,,,0.138391,0.352174,0.378261,0.386957,0.204348,,0.144696,0.2125,0.1,,0.117391,0.183333,0.356522,,0.280304,0.0,,0.230435,0.116667,0.395652,0.245455,0.163636,,0.445455,0.348,0.440909,0.371429,0.326087,0.118182,0.231818,,0.243478,0.0,0.190476,0.140909,0.1,0.247826,0.3875,0.4,,0.318182,0.779167,0.033333,0.004348,0.227273,,0.1,0.245455,0.195417,0.113043,0.043478,0.191304,0.136409,,0.133333,,0.013636,0.6125,0.154545,0.427273,0.109524,0.395455,,,,0.1,0.138095,0.563636,0.28185,,0.295652,,0.169609,,0.421739,0.139304,,0.141043,0.0,0.404762,0.219048,0.0,0.189091,0.521739,,0.090909,,0.308696,,0.171783,0.217391,0.1
2015-06-23,0.117391,0.417391,0.434783,,,,0.138545,0.36087,0.391304,0.43913,0.247826,,0.156773,0.2,0.1,,0.131818,0.195833,0.1375,,0.210087,0.0,,0.247826,0.108333,0.381818,0.231818,0.209091,,0.409091,0.321818,0.436364,0.331818,0.3,0.154545,0.218182,,0.227273,-0.004545,0.195238,0.168182,0.108333,0.252174,0.366667,0.404348,,0.322727,0.779167,0.053333,0.004545,0.240909,,0.109091,0.28,0.220083,0.127273,0.040909,0.208696,0.141364,,0.138889,,0.040909,0.633333,0.177273,0.422727,0.136364,0.37619,,,,0.08,0.17,0.531818,0.2574,,0.291304,,0.16087,,0.413043,0.142522,,0.138043,0.0,0.4,0.195652,0.0,0.225909,0.56087,,0.130435,,0.313043,,0.184957,0.186957,0.1
2015-06-24,0.078261,0.421739,0.413636,,,,0.195391,0.378261,0.395652,0.447826,0.278261,,0.162435,0.204167,0.1,,0.171429,0.2,0.154167,,0.281652,0.0,,0.230435,0.125,0.380952,0.3,0.204545,,0.417391,0.343167,0.627273,0.331818,0.3,0.165217,0.222727,,0.221739,0.008696,0.204545,0.181818,0.1125,0.230435,0.3125,0.408696,,0.313636,0.770833,0.036364,0.0,0.245455,,0.113636,0.313636,0.248833,0.143478,0.026087,0.23913,0.153792,,,,0.059091,0.678947,0.172727,0.452174,0.118182,0.340909,,,,0.116667,0.1,0.605263,0.261,,0.291304,,0.176,,0.426087,0.133043,,0.145565,0.0,0.4,0.208696,0.030435,0.208095,0.556522,,0.108696,,0.313043,,0.188522,0.2,0.104348
2015-06-25,0.178261,0.504348,0.386957,,,,0.204565,0.378261,0.404348,0.491304,0.282609,,0.204318,0.275,0.116667,,0.195652,0.2,0.104167,,0.262304,0.0,,0.218182,0.141667,0.37619,0.334783,0.169565,,0.4,0.302565,0.677273,0.368182,0.282609,0.173913,0.252174,,0.243478,-0.047826,0.218182,0.2,0.1375,0.221739,0.354167,0.334783,,0.309091,0.783333,0.046667,0.0,0.231818,,0.104545,0.322727,0.25225,0.134783,0.043478,0.291304,0.179955,,0.2,,0.081818,0.705263,0.186364,0.478261,0.209091,0.381818,,,,,0.12381,0.445,0.235,,0.365217,,0.210522,,0.495652,0.133391,,0.147522,0.0,0.404348,0.2,0.065217,0.241364,0.634783,,0.213636,,0.334783,,0.226913,0.265217,0.13913
2015-06-26,0.130435,0.478261,0.356522,,,,0.210174,0.369565,0.395652,0.495652,0.347826,,0.204522,0.195652,0.1,,0.221739,0.2,0.125,,0.211522,0.0,,0.221739,0.1625,0.4,0.3,0.117391,,0.386364,0.166182,0.672727,0.318182,0.282609,0.125,0.245,,0.191304,-0.026087,0.173913,0.127273,0.15,0.23913,0.325,0.326087,,0.37619,0.85,0.08,0.0,0.205882,,0.130435,0.326667,0.265875,0.143478,0.095652,0.278261,0.157542,,0.213636,,0.054545,0.726087,0.2,0.5,0.230435,0.436364,,,,,0.158824,0.431818,0.2154,,0.317391,,0.18287,,0.327273,0.117913,,0.148522,0.0,0.404348,0.2,0.045455,0.235,0.643478,,0.282609,,0.330435,,0.20113,0.234783,0.152174
2015-06-27,0.095652,0.465217,0.395652,,,,0.138522,0.321739,0.4,0.473913,0.222727,,0.164,0.1,0.1,,0.172727,0.2,0.129167,,0.24913,0.0,,0.2,0.116667,0.409091,0.265217,0.178261,,0.436364,0.186083,0.7,0.318182,0.281818,,0.265217,,0.204348,-0.078261,0.181818,0.113636,0.104167,0.204348,0.329167,0.295652,,0.345455,0.816667,0.033333,0.0,0.163636,,0.117391,0.345455,0.269417,0.165217,0.113043,0.234783,0.119917,,0.156522,,0.031818,0.720833,0.218182,0.509091,0.230435,0.427273,,,,,0.17619,0.454545,0.212333,,0.3,,0.14687,,0.234783,0.111652,,0.137652,0.0,0.404348,0.186957,0.073913,0.17,0.569565,,0.3,,0.3,,0.174391,0.236364,0.1
2015-06-28,0.026087,0.452174,0.43913,,,,0.131682,0.347826,0.4,0.495652,0.221739,,0.143783,0.1,0.1,,0.186957,0.2,0.1375,,0.167435,0.0,,0.213043,0.125,0.4,0.304348,0.152174,,0.447826,0.228,0.672727,0.336364,0.286364,,0.281818,,0.195652,-0.073913,0.143478,0.095455,0.1,0.2,0.329167,0.282609,,0.354545,0.825,0.057143,0.0,0.168182,,0.131818,0.322727,0.24775,0.173913,0.065217,0.226087,0.110083,,0.179167,,0.018182,0.683333,0.281818,0.481818,0.159091,0.373913,,,,,0.145455,0.436364,0.206095,,0.3,,0.133739,,0.204348,0.117348,,0.133217,0.0,0.4,0.182609,0.069565,0.159091,0.565217,,0.304348,,0.3,,0.148826,0.226087,0.1
2015-06-29,0.06087,0.338095,0.43913,,,,0.134,0.36087,0.4,0.4,0.256522,,0.160304,0.113043,0.1,,0.182609,0.2,0.166667,,0.276087,0.0,,0.204348,0.145833,0.419048,0.295652,0.178261,,0.422727,0.205625,0.686364,0.359091,0.254545,,0.25,,0.230435,-0.086957,0.195455,0.122727,0.1,0.230435,0.3625,0.278261,,0.295238,0.825,0.02,0.004348,0.127273,,0.127273,0.345455,0.267417,0.152174,0.03913,0.243478,0.140636,,0.194737,,0.068182,0.770833,0.277273,0.522727,0.228571,0.408696,,,,0.318182,0.144444,0.51,0.301619,,0.291304,,0.15787,,0.278261,0.119043,,0.131174,0.0,0.404762,0.195238,0.114286,0.163182,0.569565,,0.245455,,0.317391,,0.171348,0.26087,0.1
2015-06-30,0.165217,0.356522,0.469565,,,,0.158217,0.430435,0.313043,0.352174,0.295652,,0.190435,0.247619,0.1,,0.213043,0.208333,0.175,,0.197087,0.0,,0.195652,0.175,0.381818,0.231818,0.159091,,0.491667,0.214955,0.659091,0.42381,0.28125,,0.18,,0.254545,-0.095455,0.204545,0.15,0.133333,0.273913,0.370833,0.36087,,0.365,0.866667,0.09375,0.013636,0.172727,,0.122727,0.327273,0.249333,0.186364,0.090909,0.269565,0.163417,,0.213636,,0.068182,0.716667,0.254545,0.547619,0.181818,0.441176,,,,0.340909,0.213636,0.545455,0.286611,,0.373913,,0.197261,,0.3,0.136783,,0.158609,0.0,0.452174,0.204348,0.16087,0.234545,0.704348,,0.2,,0.356522,,0.201087,0.3,0.1
2015-07-01,0.16087,0.334783,0.43913,,,,0.182217,0.378261,0.273913,0.365217,,,0.192174,,0.120833,,0.295652,0.208333,0.138095,,0.225478,0.0,,0.217391,0.116667,0.427273,0.286667,0.154545,,0.458333,8.3e-05,0.62381,0.409091,0.352381,,0.184615,,0.273913,-0.082609,0.180952,0.109091,0.1375,0.243478,0.391667,0.334783,,0.372727,0.95,0.043478,0.008696,0.230435,,0.118182,0.372727,0.316708,0.221739,0.043478,0.343478,0.175708,,0.221739,,0.090909,0.791667,0.240909,0.513043,0.280952,0.536364,,,,0.386364,0.138889,0.563636,0.342048,,0.386957,,0.190391,,0.321739,0.142478,,0.168826,0.056522,0.230435,0.204348,0.178261,0.269545,0.609091,,0.052174,,0.365217,,0.199739,,0.117391
2015-07-02,0.117391,0.313043,0.345455,,,,0.161522,0.2,0.252174,0.36087,,,0.237917,,0.125,,0.426087,0.2,0.122727,,0.195174,0.0,,0.226087,0.133333,0.382609,0.25,0.1,,0.391667,0.0,0.605556,0.317391,0.35,,0.195238,,0.208696,-0.1,0.091304,0.109091,0.120833,0.230435,0.383333,0.295652,,0.327778,0.9,0.015,0.0,0.181818,,0.118182,0.272727,0.211083,0.109091,0.047826,0.36087,0.117083,,0.166667,,0.104545,0.666667,0.218182,0.404348,0.15,0.45,,,,0.281818,0.159091,0.51,0.246381,,0.317391,,0.181826,,0.304348,0.129435,,0.15313,0.1,0.226087,0.191304,0.191304,0.223182,0.491304,,0.169565,,0.352174,,0.220174,,0.1
2015-07-03,0.095652,0.295652,0.334783,,,,0.142217,0.2,0.295652,0.373913,,,0.161478,,0.104167,,0.173913,0.208333,0.154167,,0.249435,0.0,,0.208696,0.166667,0.322727,0.23913,0.104545,,0.358333,,0.6,0.326087,0.252174,,0.15,,0.169565,-0.1,0.122727,0.104545,0.104167,0.26087,0.4,0.313043,,0.309091,0.8625,0.015789,0.0,0.122727,,0.108696,0.25,0.202958,0.104348,0.052174,0.46087,0.132955,,0.186957,,0.058824,0.666667,0.181818,0.371429,0.131818,0.395455,,,,0.231818,0.119048,0.463636,0.172905,,0.304348,,0.166652,,0.3,0.104609,,0.134043,0.108696,0.265217,0.178261,0.16087,0.180909,0.456522,,0.282609,,0.378261,,0.190739,,0.1
2015-07-04,0.073913,0.291304,0.321739,,,,0.145348,0.208696,0.3,0.352174,,,0.149,,0.1,,0.195455,0.2,0.166667,,0.174174,0.0,,0.204545,0.120833,0.321053,0.2,0.1,,0.308333,,0.521739,0.295652,0.208696,,0.109091,,0.13913,-0.095652,0.130435,0.1,0.1,0.217391,0.391667,0.291304,,0.277273,0.783333,0.004545,0.0,0.118182,,0.109091,0.218182,0.144958,0.03913,-0.026087,0.465217,0.138417,,0.204167,,0.05,0.591667,0.163636,0.331818,0.045455,0.336364,,,,0.2,0.109091,0.372727,0.136238,,0.3,,0.171913,,0.295652,0.101826,,0.139087,0.104348,0.221739,0.165217,0.169565,0.177273,0.46087,,0.308696,,0.373913,,0.185217,,0.1
2015-07-05,0.008696,0.23913,0.343478,,,,0.119174,0.2,0.278261,0.308696,,,0.131304,,0.1,,0.117391,0.2,0.2,,0.147435,0.0,,0.182609,0.1,0.263636,0.191304,0.1,,0.3,,0.504348,0.3,0.213636,,0.109091,,0.147826,-0.086957,0.085714,0.104545,0.1,0.213043,0.3875,0.3,,0.25,0.775,0.005,0.0,0.095652,,0.104545,0.2,0.127417,0.0,-0.043478,0.430435,0.105625,,0.156522,,0.022727,0.554167,0.15,0.313043,0.042857,0.340909,,,,0.2,0.1,0.395455,0.134143,,0.3,,0.139696,,0.252174,0.097174,,0.122217,0.1,0.213043,0.165217,0.121739,0.136364,0.408696,,0.308696,,0.386957,,0.147913,,0.1
2015-07-06,0.056522,0.286957,0.352174,,,,0.113783,0.2,0.26087,0.356522,,,0.115545,,0.1,,0.1,0.2,0.2,,0.197261,0.0,,0.156522,0.1,0.322727,0.2,0.1,,0.345833,,0.540909,0.304348,0.318182,,0.131818,,0.169231,-0.095455,0.104545,0.104545,0.1,0.226087,0.379167,0.291304,,0.268182,0.854167,0.03,0.0,0.1,,0.113043,0.204545,0.149,0.059091,-0.009091,0.417391,0.107667,,0.15,,0.040909,0.604167,0.188889,0.314286,0.047619,0.359091,,,,0.204545,0.1,0.440909,0.160333,,0.326087,,0.131957,,0.23913,0.099043,,0.126435,0.1,0.219048,0.161905,0.12381,0.144091,0.382609,,0.227273,,0.373913,,0.147174,,0.1
2015-07-07,0.017647,0.286957,0.33913,,,,0.100913,0.2,0.278261,0.347826,,,0.110174,,0.1,,0.1,0.204167,0.2,,0.176087,0.0,,0.143478,0.1,0.331818,0.213636,0.140909,,0.4,,0.55,0.3,0.245455,,0.168182,,0.230769,-0.063636,0.145455,0.118182,0.1,0.256522,0.395833,0.317391,,0.313636,0.873684,0.013636,0.009091,0.109091,,0.104545,0.231818,0.162292,0.072727,-0.013636,0.441176,0.101409,,0.16087,,0.058824,0.641667,0.190909,0.3375,0.094444,0.381818,,,,0.218182,0.1,0.410526,0.209158,,0.330435,,0.129217,,0.256522,0.128391,,0.12613,0.1,0.243478,0.173913,0.104348,0.14,0.413043,,0.230435,,0.386957,,0.147565,,0.1
2015-07-08,0.045455,0.295652,0.354545,,,,0.119826,0.16087,0.278261,0.365217,,,0.121348,,0.1,,0.1,0.2125,0.208333,,0.133783,0.0,,0.147826,0.1,0.269565,0.16087,0.113636,,0.329167,,0.491304,0.286957,0.195652,,0.095652,,0.32,-0.082609,0.056522,0.15,0.1,0.269565,0.404167,0.3,,0.263636,0.831818,0.026087,0.0,0.091304,,0.095652,0.186364,0.124875,0.022727,-0.043478,0.4,0.1105,,0.179167,,0.03,0.565217,0.190476,,0.008696,0.33913,,,,0.2,0.105,0.318182,0.184316,,0.309091,,0.140435,,0.252174,0.127174,,0.14687,0.1,0.278261,0.178261,0.117391,0.166364,0.408696,,0.26087,,0.4,,0.157261,,0.1
2015-07-09,0.095652,0.378261,0.408696,,,,0.137261,0.186957,0.3,0.404348,,,0.13713,,0.1,,0.104545,0.261111,0.234783,,0.12587,0.0,,0.186957,0.104167,0.234783,0.108696,0.126087,,0.316667,,0.426087,0.273913,0.208696,,0.0875,,,-0.065217,0.009091,0.195455,0.1,0.364706,0.404167,0.304348,,0.281818,0.895,0.056522,0.0,0.104348,,0.072727,0.181818,0.097542,0.009091,-0.03913,0.358333,0.140375,,0.204348,,0.013636,0.545833,0.154545,0.252941,0.013333,0.282609,,,,0.2,0.114286,0.34,0.168714,,0.313043,,0.167261,,0.290909,0.137,,0.162,0.1,0.23913,0.173913,0.104545,0.174091,0.408696,,0.304348,,0.452174,,0.172818,,0.104348
2015-07-10,0.1,0.352174,0.43913,,,,0.148652,0.2,0.304348,0.408696,,,0.154217,,0.104167,,0.186957,0.226667,0.2,,0.12687,0.0,,0.2,0.1,0.230435,0.143478,0.169565,,0.279167,,0.408696,0.295652,0.221739,,0.105556,,0.15625,-0.078261,0.073913,0.2,0.108333,0.347826,0.404167,0.308696,,0.31,0.638095,0.043478,0.0,0.104348,,0.1,0.204545,0.124125,0.022727,0.0,0.238889,0.145083,,0.204167,,0.010526,0.570833,0.159091,0.295455,0.0,0.3,,,,0.204545,0.168182,0.413636,0.170048,,0.321739,,0.172348,,0.313043,0.125913,,0.153522,0.1,0.291304,0.173913,0.113043,0.211364,0.478261,,0.365217,,0.413043,,0.199043,,0.104348
2015-07-11,0.091304,0.3,0.386957,,,,0.122043,0.169565,0.3,0.4,,,0.152391,,0.129167,,0.168182,0.2,0.2,,0.209217,0.0,,0.209091,0.141667,0.295652,0.178261,0.109091,,0.316667,,0.426087,0.330435,0.278261,,0.117391,,0.208696,-0.1,0.086364,0.2,0.125,0.313043,0.404167,0.317391,,0.318182,0.504167,0.030435,0.004348,0.16087,,0.104348,0.245455,0.201083,0.1,0.017391,0.16087,0.121318,,0.2,,0.045455,0.633333,0.145455,0.356522,0.073913,0.317391,,,,0.204545,0.209524,0.381818,0.169667,,0.295652,,0.159783,,0.295652,0.138565,,0.160913,0.1,0.282609,0.173913,0.126087,0.196364,0.447826,,0.313043,,0.4,,0.176957,,0.1
2015-07-12,0.069565,0.3,0.404348,,,,0.110826,0.152174,0.3,0.408696,,,0.142609,,0.1,,0.186957,0.2,0.2,,0.186783,0.0,,0.191304,0.104167,0.25,0.182609,0.169565,,0.333333,,0.452174,0.368182,0.26087,,0.147368,,0.213043,-0.065217,0.068182,0.186364,0.1,0.295652,0.4125,0.308696,,0.31875,0.504167,0.026087,0.0,0.130435,,0.117391,0.231818,0.183542,0.090909,0.03913,0.158333,0.118375,,0.2,,0.028571,0.629167,0.090909,0.334783,0.065217,0.318182,,,,0.25,0.190909,0.422727,0.170429,,0.286957,,0.147174,,0.269565,0.145783,,0.155478,0.1,0.252174,0.165217,0.117391,0.151818,0.430435,,0.343478,,0.404348,,0.165087,,0.1
2015-07-13,0.026087,0.304348,0.386957,,,,0.131318,0.156522,0.3,0.404348,,,0.145762,,0.1,,0.147826,0.205556,0.2,,0.203174,0.0,,0.217391,0.116667,0.327273,0.182609,0.204545,,0.354167,,0.504348,0.327273,0.278261,,0.13913,,0.313043,-0.056522,0.104545,0.209091,0.108333,0.278261,0.404167,0.308696,,0.340909,0.5625,0.031818,0.004348,0.173913,,0.113043,0.281818,0.230083,0.113636,0.043478,0.166667,0.125125,,0.186957,,0.006667,0.6875,0.1,0.3625,0.086364,0.352174,,,,0.295238,0.175,0.477273,0.24281,,0.273913,,0.146391,,0.269565,0.135087,,0.147,0.095238,0.252381,0.185714,0.114286,0.155909,0.426087,,0.2,,0.4,,0.167348,,0.1
2015-07-14,0.008696,0.308696,0.382609,,,,0.137087,0.065217,0.3,0.417391,,,0.12913,,0.1,,0.117391,0.2,0.2,,0.218652,0.0,,0.152174,0.125,0.281818,0.168182,0.172727,,0.282353,,0.431818,0.295455,0.236364,0.026667,0.118182,,0.177273,-0.086364,0.113636,0.177273,0.1,0.273913,0.379167,0.313043,,0.288235,0.491667,0.0,0.0,0.109091,,0.113636,0.272727,0.200958,0.072727,0.022727,0.170833,0.091737,,0.179167,,0.0125,0.679167,0.061111,0.373913,0.090909,0.35,,,,0.240909,0.1,0.385714,0.2278,,0.265217,,0.119682,,0.291304,0.103391,,0.116826,0.065217,0.226087,0.16087,0.104348,0.154091,0.421739,,0.221739,,0.4,,0.153478,,0.1
2015-07-15,0.095455,0.321739,0.4,,,,0.143696,0.095652,0.3,0.452174,,,0.143087,,0.1,,0.152174,0.208333,0.214286,,0.178783,0.0,,0.147826,0.104167,0.268182,0.173913,0.127273,,0.210526,,0.478261,0.290909,0.25,0.043478,0.1,,0.169565,-0.073913,0.113636,0.172727,0.1,0.273913,0.35,0.304348,,0.281818,0.5125,0.027273,0.0,0.095455,,0.1,0.2,0.148125,0.072727,-0.018182,0.186957,0.155045,,0.182609,,0.017647,0.645833,0.055556,0.308696,0.030435,0.313636,,,,0.2,0.105263,0.386364,0.202188,,0.282609,,0.162174,,0.308696,0.096043,,0.136739,0.03913,0.2,0.195652,0.1,0.167727,0.465217,,0.213043,,0.4,,0.173913,,0.1
